Year,Code      Age  Both sexes        Male      Female
1984,02    AK  27       10979        5807        5172
1984,02    AK  28       12209        6303        5906
1984,02    AK  29       14226        7439        6787
1984,02    AK  30       13732        7191        6541
1984,02    AK  31       13196        6770        6426
1984,02    AK  32       12486        6544        5942
1984,02    AK  33       11595        6058        5537
1984,02    AK  34       11614        6013        5601
1984,02    AK  35       10901        5715        5186
1984,02    AK  36       10251        5489        4762
1984,02    AK  37       10570        5684        4886
1984,02    AK  38        7565        4038        3527
1984,02    AK  39        8123        4435        3688
1984,02    AK  40        7839        4239        3600
1984,02    AK  41        7655        4141        3514
1984,02    AK  42        6539        3593        2946
1984,02    AK  43        6223        3366        2857
1984,02    AK  44        5902        3224        2678
1984,02    AK  45        5396        2936        2460
1984,02    AK  46        5098        2767        2331
1984,02    AK  47        5003        2722        2281
1984,02    AK  48        4479        2450        2029
1984,02    AK  49        4573        2481        2092
1984,02    AK  50        4308        2362        1946
1984,02    AK  51        4046        2196        1850
1984,02    AK  52        3898        2187        1711
1984,02    AK  53        3818        2084        1734
1984,02    AK  54        3973        2168        1805
1984,02    AK  55        3671        1998        1673
1984,02    AK  56        3469        1854        1615
1984,02    AK  57        3256        1759        1497
1984,02    AK  58        2953        1566        1387
1984,02    AK  59        3129        1631        1498
1984,02    AK  60        2918        1530        1388
1984,02    AK  61        2579        1373        1206
1984,02    AK  62        2413        1312        1101
1984,02    AK  63        2280        1218        1062
1984,02    AK  64        2076        1084         992
1984,02    AK  65        1551         802         749
1984,02    AK  66        1388         688         700
1984,02    AK  67        1358         690         668
1984,02    AK  68        1231         600         631
1984,02    AK  69        1166         588         578
1984,02    AK  70        1051         533         518
1984,02    AK  71         906         472         434
1984,02    AK  72         826         416         410
1984,02    AK  73         744         358         386
1984,02    AK  74         712         319         393
1984,02    AK  75         631         302         329
1984,02    AK  76         549         243         306
1984,02    AK  77         483         206         277
1984,02    AK  78         412         189         223
1984,02    AK  79         382         173         209
1984,02    AK  80         346         160         186
1984,02    AK  81         255         104         151
1984,02    AK  82         244          99         145
1984,02    AK  83         203          82         121
1984,02    AK  84         177          77         100
1984,02    AK  85         786         274         512
1984,04    AZ   0       52685       26978       25707
1984,04    AZ   1       50893       25947       24946
1984,04    AZ   2       50062       25408       24654
1984,04    AZ   3       49312       25315       23997
1984,04    AZ   4       47663       24279       23384
1984,04    AZ   5       45004       23025       21979
1984,04    AZ   6       43349       22055       21294
1984,04    AZ   7       43857       22558       21299
1984,04    AZ   8       40450       20617       19833
1984,04    AZ   9       43464       22160       21304
1984,04    AZ  10       42979       21948       21031
1984,04    AZ  11       43380       22120       21260
1984,04    AZ  12       44678       22726       21952
1984,04    AZ  13       48553       24766       23787
1984,04    AZ  14       47491       24214       23277
1984,04    AZ  15       46254       23570       22684
1984,04    AZ  16       45148       23057       22091
1984,04    AZ  17       47011       24018       22993
1984,04    AZ  18       47878       24564       23314
1984,04    AZ  19       53267       27252       26015
1984,04    AZ  20       55226       28334       26892
1984,04    AZ  21       54847       28128       26719
1984,04    AZ  22       55327       28267       27060
1984,04    AZ  23       57475       29435       28040
1984,04    AZ  24       59215       30340       28875
1984,04    AZ  25       59532       30356       29176
1984,04    AZ  26       59592       30265       29327
1984,04    AZ  27       60137       30592       29545
1984,04    AZ  28       54558       27577       26981
1984,04    AZ  29       57506       29306       28200
1984,04    AZ  30       54471       27740       26731
1984,04    AZ  31       51442       26025       25417
1984,04    AZ  32       49869       25272       24597
1984,04    AZ  33       48170       24118       24052
1984,04    AZ  34       48254       24260       23994
1984,04    AZ  35       47147       23456       23691
1984,04    AZ  36       45455       22636       22819
1984,04    AZ  37       48355       23871       24484
1984,04    AZ  38       34348       16927       17421
1984,04    AZ  39       37274       18581       18693
1984,04    AZ  40       36941       18342       18599
1984,04    AZ  41       37338       18498       18840
1984,04    AZ  42       33557       16734       16823
1984,04    AZ  43       31724       15661       16063
1984,04    AZ  44       30696       15300       15396
1984,04    AZ  45       29701       14665       15036
1984,04    AZ  46       29235       14366       14869
1984,04    AZ  47       28534       13978       14556
1984,04    AZ  48       26547       13043       13504
1984,04    AZ  49       27816       13715       14101
1984,04    AZ  50       26444       12880       13564
1984,04    AZ  51       25447       12279       13168
1984,04    AZ  52       26070       12443       13627
1984,04    AZ  53       27148       12942       14206
1984,04    AZ  54       27745       13194       14551
1984,04    AZ  55       26704       12531       14173
1984,04    AZ  56       26916       12700       14216
1984,04    AZ  57       27097       12632       14465
1984,04    AZ  58       25668       11966       13702
1984,04    AZ  59       28095       13019       15076
1984,04    AZ  60       28434       13101       15333
1984,04    AZ  61       27691       12814       14877
1984,04    AZ  62       28460       13177       15283
1984,04    AZ  63       28480       13352       15128
1984,04    AZ  64       27923       12934       14989
1984,04    AZ  65       27574       12783       14791
1984,04    AZ  66       27487       12795       14692
1984,04    AZ  67       27089       12601       14488
1984,04    AZ  68       25293       11709       13584
1984,04    AZ  69       25146       11329       13817
1984,04    AZ  70       23337       10669       12668
1984,04    AZ  71       22389       10018       12371
1984,04    AZ  72       21110        9519       11591
1984,04    AZ  73       20001        8981       11020
1984,04    AZ  74       18685        8258       10427
1984,04    AZ  75       17270        7734        9536
1984,04    AZ  76       15874        6937        8937
1984,04    AZ  77       14293        6099        8194
1984,04    AZ  78       13029        5440        7589
1984,04    AZ  79       11398        4812        6586
1984,04    AZ  80        9957        4076        5881
1984,04    AZ  81        8587        3370        5217
1984,04    AZ  82        7629        3031        4598
1984,04    AZ  83        6877        2650        4227
1984,04    AZ  84        5911        2281        3630
1984,04    AZ  85       26217        8727       17490
1984,05    AR   0       33914       17374       16540
1984,05    AR   1       33968       17361       16607
1984,05    AR   2       33958       17415       16543
1984,05    AR   3       34744       17824       16920
1984,05    AR   4       36064       18519       17545
1984,05    AR   5       34982       17930       17052
1984,05    AR   6       34363       17598       16765
1984,05    AR   7       34957       17880       17077
1984,05    AR   8       32362       16507       15855
1984,05    AR   9       35033       18018       17015
1984,05    AR  10       34284       17652       16632
1984,05    AR  11       34316       17579       16737
1984,05    AR  12       35878       18397       17481
1984,05    AR  13       38387       19711       18676
1984,05    AR  14       37071       19042       18029
1984,05    AR  15       36208       18571       17637
1984,05    AR  16       35437       18201       17236
1984,05    AR  17       36961       19005       17956
1984,05    AR  18       37001       18755       18246
1984,05    AR  19       41513       20649       20864
1984,05    AR  20       42567       21028       21539
1984,05    AR  21       41429       20532       20897
1984,05    AR  22       39871       19676       20195
1984,05    AR  23       39405       19259       20146
1984,05    AR  24       38415       18863       19552
1984,05    AR  25       37803       18453       19350
1984,05    AR  26       37153       18238       18915
1984,05    AR  27       36892       18106       18786
1984,05    AR  28       34144       16864       17280
1984,05    AR  29       36533       18024       18509
1984,05    AR  30       35686       17443       18243
1984,05    AR  31       33770       16556       17214
1984,05    AR  32       33462       16449       17013
1984,05    AR  33       32819       15989       16830
1984,05    AR  34       32785       16177       16608
1984,05    AR  35       33235       16159       17076
1984,05    AR  36       32598       15839       16759
1984,05    AR  37       35230       17071       18159
1984,05    AR  38       25058       12161       12897
1984,05    AR  39       27974       13594       14380
1984,05    AR  40       28148       13770       14378
1984,05    AR  41       28211       13632       14579
1984,05    AR  42       25775       12702       13073
1984,05    AR  43       24829       12110       12719
1984,05    AR  44       24223       11890       12333
1984,05    AR  45       23183       11209       11974
1984,05    AR  46       23173       11331       11842
1984,05    AR  47       22203       10726       11477
1984,05    AR  48       21170       10132       11038
1984,05    AR  49       22416       10753       11663
1984,05    AR  50       21400       10254       11146
1984,05    AR  51       20987        9924       11063
1984,05    AR  52       20946        9928       11018
1984,05    AR  53       21348       10151       11197
1984,05    AR  54       21593       10337       11256
1984,05    AR  55       21213       10067       11146
1984,05    AR  56       21911       10215       11696
1984,05    AR  57       22576       10508       12068
1984,05    AR  58       21717        9927       11790
1984,05    AR  59       22903       10395       12508
1984,05    AR  60       22556       10330       12226
1984,05    AR  61       21800       10012       11788
1984,05    AR  62       22314       10224       12090
1984,05    AR  63       22205       10245       11960
1984,05    AR  64       22803       10536       12267
1984,05    AR  65       22008       10155       11853
1984,05    AR  66       21331        9820       11511
1984,05    AR  67       21095        9572       11523
1984,05    AR  68       19847        8837       11010
1984,05    AR  69       20089        8871       11218
1984,05    AR  70       19541        8567       10974
1984,05    AR  71       19002        8351       10651
1984,05    AR  72       18211        7938       10273
1984,05    AR  73       16636        7212        9424
1984,05    AR  74       16313        6898        9415
1984,05    AR  75       15495        6355        9140
1984,05    AR  76       14543        5936        8607
1984,05    AR  77       13455        5410        8045
1984,05    AR  78       12272        4839        7433
1984,05    AR  79       11350        4424        6926
1984,05    AR  80        9780        3825        5955
1984,05    AR  81        8581        3164        5417
1984,05    AR  82        7883        2890        4993
1984,05    AR  83        7026        2537        4489
1984,05    AR  84        6502        2308        4194
1984,05    AR  85       28981        9375       19606
1984,06    CA   0      427076      218708      208368
1984,06    CA   1      416173      213205      202968
1984,06    CA   2      413918      211923      201995
1984,06    CA   3      406851      207750      199101
1984,06    CA   4      387597      197820      189777
1984,06    CA   5      365552      186587      178965
1984,06    CA   6      352034      180013      172021
1984,06    CA   7      355447      182402      173045
1984,06    CA   8      325539      166845      158694
1984,06    CA   9      341961      175217      166744
1984,06    CA  10      336142      172266      163876
1984,06    CA  11      335857      171634      164223
1984,06    CA  12      348525      178280      170245
1984,06    CA  13      384409      196323      188086
1984,06    CA  14      385618      196907      188711
1984,06    CA  15      382127      195018      187109
1984,06    CA  16      374499      192324      182175
1984,06    CA  17      384468      198907      185561
1984,06    CA  18      391667      204140      187527
1984,06    CA  19      441426      231825      209601
1984,06    CA  20      470683      249892      220791
1984,06    CA  21      482360      255592      226768
1984,06    CA  22      489888      257899      231989
1984,06    CA  23      504635      263559      241076
1984,06    CA  24      517970      270015      247955
1984,06    CA  25      524852      272053      252799
1984,06    CA  26      530682      274355      256327
1984,06    CA  27      543547      280042      263505
1984,06    CA  28      504897      259229      245668
1984,06    CA  29      541494      278461      263033
1984,06    CA  30      515613      263151      252462
1984,06    CA  31      485834      246302      239532
1984,06    CA  32      465077      235950      229127
1984,06    CA  33      447318      225726      221592
1984,06    CA  34      449890      228285      221605
1984,06    CA  35      435688      219918      215770
1984,06    CA  36      417983      210373      207610
1984,06    CA  37      448685      224522      224163
1984,06    CA  38      320723      160497      160226
1984,06    CA  39      349179      175489      173690
1984,06    CA  40      335652      167633      168019
1984,06    CA  41      335006      167607      167399
1984,06    CA  42      293875      147080      146795
1984,06    CA  43      277040      137743      139297
1984,06    CA  44      272654      136116      136538
1984,06    CA  45      261329      130494      130835
1984,06    CA  46      254886      126620      128266
1984,06    CA  47      246686      122477      124209
1984,06    CA  48      227266      113166      114100
1984,06    CA  49      242949      121181      121768
1984,06    CA  50      229849      113607      116242
1984,06    CA  51      219250      107920      111330
1984,06    CA  52      223739      109106      114633
1984,06    CA  53      233767      113112      120655
1984,06    CA  54      240908      117215      123693
1984,06    CA  55      229248      110304      118944
1984,06    CA  56      230312      111009      119303
1984,06    CA  57      232222      111008      121214
1984,06    CA  58      221947      105965      115982
1984,06    CA  59      236183      112870      123313
1984,06    CA  60      232599      110085      122514
1984,06    CA  61      223041      105125      117916
1984,06    CA  62      221510      104146      117364
1984,06    CA  63      217032      101549      115483
1984,06    CA  64      205970       95470      110500
1984,06    CA  65      197493       91290      106203
1984,06    CA  66      192170       88682      103488
1984,06    CA  67      181758       82594       99164
1984,06    CA  68      169178       76262       92916
1984,06    CA  69      169329       74391       94938
1984,06    CA  70      158959       69514       89445
1984,06    CA  71      151915       65990       85925
1984,06    CA  72      142619       61199       81420
1984,06    CA  73      132954       56434       76520
1984,06    CA  74      127357       52940       74417
1984,06    CA  75      117832       48569       69263
1984,06    CA  76      108393       43741       64652
1984,06    CA  77      100432       39636       60796
1984,06    CA  78       92841       36031       56810
1984,06    CA  79       85602       32325       53277
1984,06    CA  80       77411       28677       48734
1984,06    CA  81       68895       24681       44214
1984,06    CA  82       61378       21734       39644
1984,06    CA  83       56012       19068       36944
1984,06    CA  84       50544       16736       33808
1984,06    CA  85      252513       71576      180937
1984,08    CO   0       53748       27505       26243
1984,08    CO   1       53531       27396       26135
1984,08    CO   2       52389       26723       25666
1984,08    CO   3       50690       25959       24731
1984,08    CO   4       49046       25131       23915
1984,08    CO   5       46415       23750       22665
1984,08    CO   6       44641       22872       21769
1984,08    CO   7       44540       22857       21683
1984,08    CO   8       40954       20984       19970
1984,08    CO   9       43799       22454       21345
1984,08    CO  10       43129       22176       20953
1984,08    CO  11       43285       22156       21129
1984,08    CO  12       45615       23218       22397
1984,08    CO  13       50196       25606       24590
1984,08    CO  14       49804       25503       24301
1984,08    CO  15       48774       24970       23804
1984,08    CO  16       46798       23956       22842
1984,08    CO  17       46914       23921       22993
1984,08    CO  18       46900       24046       22854
1984,08    CO  19       52794       27286       25508
1984,08    CO  20       55497       28697       26800
1984,08    CO  21       55571       28845       26726
1984,08    CO  22       57651       29586       28065
1984,08    CO  23       59858       30362       29496
1984,08    CO  24       61512       31111       30401
1984,08    CO  25       62700       31719       30981
1984,08    CO  26       64182       32304       31878
1984,08    CO  27       67078       33863       33215
1984,08    CO  28       63046       31761       31285
1984,08    CO  29       68246       34532       33714
1984,08    CO  30       67654       34325       33329
1984,08    CO  31       65739       33235       32504
1984,08    CO  32       64401       32689       31712
1984,08    CO  33       62295       31190       31105
1984,08    CO  34       60854       30781       30073
1984,08    CO  35       59175       29857       29318
1984,08    CO  36       57130       28647       28483
1984,08    CO  37       60619       30411       30208
1984,08    CO  38       41390       20639       20751
1984,08    CO  39       43721       21873       21848
1984,08    CO  40       42884       21426       21458
1984,08    CO  41       42589       21226       21363
1984,08    CO  42       37550       18864       18686
1984,08    CO  43       34927       17480       17447
1984,08    CO  44       33807       16956       16851
1984,08    CO  45       32801       16472       16329
1984,08    CO  46       32002       16011       15991
1984,08    CO  47       31083       15384       15699
1984,08    CO  48       28741       14375       14366
1984,08    CO  49       29769       14922       14847
1984,08    CO  50       28495       14169       14326
1984,08    CO  51       27052       13358       13694
1984,08    CO  52       27661       13554       14107
1984,08    CO  53       28193       13741       14452
1984,08    CO  54       28245       13897       14348
1984,08    CO  55       27613       13355       14258
1984,08    CO  56       27246       13195       14051
1984,08    CO  57       26751       12925       13826
1984,08    CO  58       25014       11994       13020
1984,08    CO  59       26037       12469       13568
1984,08    CO  60       26098       12510       13588
1984,08    CO  61       24659       11806       12853
1984,08    CO  62       24756       11752       13004
1984,08    CO  63       23753       11235       12518
1984,08    CO  64       22426       10521       11905
1984,08    CO  65       20351        9508       10843
1984,08    CO  66       20123        9363       10760
1984,08    CO  67       18504        8343       10161
1984,08    CO  68       17403        7959        9444
1984,08    CO  69       16823        7384        9439
1984,08    CO  70       15854        6940        8914
1984,08    CO  71       15276        6599        8677
1984,08    CO  72       14374        6085        8289
1984,08    CO  73       13560        5690        7870
1984,08    CO  74       12971        5352        7619
1984,08    CO  75       11954        4846        7108
1984,08    CO  76       11308        4527        6781
1984,08    CO  77       10473        4038        6435
1984,08    CO  78        9599        3722        5877
1984,08    CO  79        8652        3258        5394
1984,08    CO  80        7870        2830        5040
1984,08    CO  81        7163        2576        4587
1984,08    CO  82        6334        2175        4159
1984,08    CO  83        5789        1997        3792
1984,08    CO  84        5344        1778        3566
1984,08    CO  85       27829        7776       20053
1984,09    CT   0       41093       21129       19964
1984,09    CT   1       40220       20547       19673
1984,09    CT   2       39649       20214       19435
1984,09    CT   3       38921       19820       19101
1984,09    CT   4       39211       20062       19149
1984,09    CT   5       38509       19816       18693
1984,09    CT   6       37623       19367       18256
1984,09    CT   7       37966       19286       18680
1984,09    CT   8       35732       18252       17480
1984,09    CT   9       38457       19860       18597
1984,09    CT  10       38199       19461       18738
1984,09    CT  11       39283       20026       19257
1984,09    CT  12       42548       21680       20868
1984,09    CT  13       48723       24871       23852
1984,09    CT  14       49617       25393       24224
1984,09    CT  15       49698       25405       24293
1984,09    CT  16       49653       25390       24263
1984,09    CT  17       52482       26757       25725
1984,09    CT  18       53597       27312       26285
1984,09    CT  19       58543       29529       29014
1984,09    CT  20       59363       29773       29590
1984,09    CT  21       57980       28941       29039
1984,09    CT  22       55477       27937       27540
1984,09    CT  23       54960       27556       27404
1984,09    CT  24       53999       26908       27091
1984,09    CT  25       55575       27913       27662
1984,09    CT  26       55347       27575       27772
1984,09    CT  27       55376       27605       27771
1984,09    CT  28       52295       25893       26402
1984,09    CT  29       56236       27894       28342
1984,09    CT  30       54830       27065       27765
1984,09    CT  31       51828       25566       26262
1984,09    CT  32       50967       25096       25871
1984,09    CT  33       49073       23849       25224
1984,09    CT  34       49564       24339       25225
1984,09    CT  35       50043       24594       25449
1984,09    CT  36       50396       24670       25726
1984,09    CT  37       56327       27551       28776
1984,09    CT  38       40128       19563       20565
1984,09    CT  39       43464       21260       22204
1984,09    CT  40       44242       21361       22881
1984,09    CT  41       46392       22569       23823
1984,09    CT  42       39832       19370       20462
1984,09    CT  43       35785       17257       18528
1984,09    CT  44       34491       16863       17628
1984,09    CT  45       33776       16416       17360
1984,09    CT  46       33534       16296       17238
1984,09    CT  47       32081       15601       16480
1984,09    CT  48       29988       14621       15367
1984,09    CT  49       32072       15636       16436
1984,09    CT  50       30727       14879       15848
1984,09    CT  51       29814       14463       15351
1984,09    CT  52       31240       15186       16054
1984,09    CT  53       33380       16190       17190
1984,09    CT  54       34243       16598       17645
1984,09    CT  55       33551       16197       17354
1984,09    CT  56       34864       16708       18156
1984,09    CT  57       34894       16602       18292
1984,09    CT  58       32297       15366       16931
1984,09    CT  59       34337       16299       18038
1984,09    CT  60       34041       16042       17999
1984,09    CT  61       32511       15303       17208
1984,09    CT  62       32144       15012       17132
1984,09    CT  63       31511       14867       16644
1984,09    CT  64       30782       14283       16499
1984,09    CT  65       29920       13671       16249
1984,09    CT  66       28892       13025       15867
1984,09    CT  67       27998       12534       15464
1984,09    CT  68       26332       11705       14627
1984,09    CT  69       24637       10696       13941
1984,09    CT  70       23514       10094       13420
1984,09    CT  71       21988        9317       12671
1984,09    CT  72       21051        8750       12301
1984,09    CT  73       19883        8126       11757
1984,09    CT  74       18662        7403       11259
1984,09    CT  75       17533        6843       10690
1984,09    CT  76       16030        6195        9835
1984,09    CT  77       14833        5522        9311
1984,09    CT  78       13924        5086        8838
1984,09    CT  79       12422        4245        8177
1984,09    CT  80       11028        3798        7230
1984,09    CT  81       10075        3339        6736
1984,09    CT  82        9124        3008        6116
1984,09    CT  83        8439        2746        5693
1984,09    CT  84        7707        2356        5351
1984,09    CT  85       40550       10642       29908
1984,10    DE   0        9071        4671        4400
1984,10    DE   1        8990        4591        4399
1984,10    DE   2        9012        4589        4423
1984,10    DE   3        9170        4673        4497
1984,10    DE   4        9058        4599        4459
1984,10    DE   5        8764        4455        4309
1984,10    DE   6        8413        4304        4109
1984,10    DE   7        8251        4213        4038
1984,10    DE   8        7552        3850        3702
1984,10    DE   9        7951        4092        3859
1984,10    DE  10        7841        4018        3823
1984,10    DE  11        7986        4108        3878
1984,10    DE  12        8674        4349        4325
1984,10    DE  13        9631        4912        4719
1984,10    DE  14        9589        4933        4656
1984,10    DE  15        9316        4723        4593
1984,10    DE  16        9329        4750        4579
1984,10    DE  17        9781        4925        4856
1984,10    DE  18       10431        5067        5364
1984,10    DE  19       11780        5636        6144
1984,10    DE  20       12201        5927        6274
1984,10    DE  21       12118        5861        6257
1984,10    DE  22       12207        6026        6181
1984,10    DE  23       12375        6100        6275
1984,10    DE  24       12160        6054        6106
1984,10    DE  25       12290        6074        6216
1984,10    DE  26       11763        5844        5919
1984,10    DE  27       11234        5517        5717
1984,10    DE  28        9955        4883        5072
1984,10    DE  29       10426        5161        5265
1984,10    DE  30       10080        4955        5125
1984,10    DE  31        9817        4813        5004
1984,10    DE  32        9569        4663        4906
1984,10    DE  33        9454        4671        4783
1984,10    DE  34        9263        4573        4690
1984,10    DE  35        9289        4539        4750
1984,10    DE  36        9294        4534        4760
1984,10    DE  37       10059        4903        5156
1984,10    DE  38        7074        3450        3624
1984,10    DE  39        7514        3666        3848
1984,10    DE  40        7677        3755        3922
1984,10    DE  41        7904        3864        4040
1984,10    DE  42        7127        3500        3627
1984,10    DE  43        6639        3238        3401
1984,10    DE  44        6343        3071        3272
1984,10    DE  45        6288        3085        3203
1984,10    DE  46        6263        3037        3226
1984,10    DE  47        5963        2900        3063
1984,10    DE  48        5552        2695        2857
1984,10    DE  49        6020        2955        3065
1984,10    DE  50        5871        2832        3039
1984,10    DE  51        5706        2780        2926
1984,10    DE  52        5906        2844        3062
1984,10    DE  53        6176        2987        3189
1984,10    DE  54        6273        3037        3236
1984,10    DE  55        6108        2907        3201
1984,10    DE  56        6229        2992        3237
1984,10    DE  57        6161        2899        3262
1984,10    DE  58        5875        2762        3113
1984,10    DE  59        6125        2903        3222
1984,10    DE  60        6212        2943        3269
1984,10    DE  61        5892        2797        3095
1984,10    DE  62        5839        2751        3088
1984,10    DE  63        5638        2698        2940
1984,10    DE  64        5571        2623        2948
1984,10    DE  65        5283        2458        2825
1984,10    DE  66        5070        2358        2712
1984,10    DE  67        4912        2281        2631
1984,10    DE  68        4541        2056        2485
1984,10    DE  69        4272        1807        2465
1984,10    DE  70        3933        1672        2261
1984,10    DE  71        3730        1614        2116
1984,10    DE  72        3402        1448        1954
1984,10    DE  73        3304        1315        1989
1984,10    DE  74        3131        1220        1911
1984,10    DE  75        2882        1111        1771
1984,10    DE  76        2639        1030        1609
1984,10    DE  77        2409         894        1515
1984,10    DE  78        2207         795        1412
1984,10    DE  79        2084         726        1358
1984,10    DE  80        1778         607        1171
1984,10    DE  81        1650         557        1093
1984,10    DE  82        1450         473         977
1984,10    DE  83        1346         430         916
1984,10    DE  84        1166         354         812
1984,10    DE  85        6238        1643        4595
1984,11    DC   0        8491        4325        4166
1984,11    DC   1        8116        4095        4021
1984,11    DC   2        7836        3958        3878
1984,11    DC   3        7717        3821        3896
1984,11    DC   4        6614        3354        3260
1984,11    DC   5        5987        3049        2938
1984,11    DC   6        5759        2959        2800
1984,11    DC   7        5750        2919        2831
1984,11    DC   8        5288        2689        2599
1984,11    DC   9        5671        2901        2770
1984,11    DC  10        6293        3169        3124
1984,11    DC  11        6596        3325        3271
1984,11    DC  12        7259        3612        3647
1984,11    DC  13        8169        4095        4074
1984,11    DC  14        8088        4101        3987
1984,11    DC  15        7860        3919        3941
1984,11    DC  16        8006        4005        4001
1984,11    DC  17        8717        4329        4388
1984,11    DC  18        9876        4745        5131
1984,11    DC  19       11443        5292        6151
1984,11    DC  20       12078        5739        6339
1984,11    DC  21       12219        5714        6505
1984,11    DC  22       13950        6377        7573
1984,11    DC  23       15788        7185        8603
1984,11    DC  24       15752        7261        8491
1984,11    DC  25       15826        7337        8489
1984,11    DC  26       15306        7196        8110
1984,11    DC  27       15713        7493        8220
1984,11    DC  28       13175        6232        6943
1984,11    DC  29       13685        6635        7050
1984,11    DC  30       13396        6486        6910
1984,11    DC  31       12454        5947        6507
1984,11    DC  32       12267        5861        6406
1984,11    DC  33       11751        5615        6136
1984,11    DC  34       11777        5715        6062
1984,11    DC  35       11202        5472        5730
1984,11    DC  36       10349        4939        5410
1984,11    DC  37       10543        5037        5506
1984,11    DC  38        7617        3671        3946
1984,11    DC  39        8417        4082        4335
1984,11    DC  40        7892        3778        4114
1984,11    DC  41        7954        3755        4199
1984,11    DC  42        7038        3363        3675
1984,11    DC  43        6758        3195        3563
1984,11    DC  44        6719        3235        3484
1984,11    DC  45        6284        2998        3286
1984,11    DC  46        6075        2805        3270
1984,11    DC  47        5801        2723        3078
1984,11    DC  48        5415        2510        2905
1984,11    DC  49        5833        2738        3095
1984,11    DC  50        5612        2632        2980
1984,11    DC  51        5575        2619        2956
1984,11    DC  52        5451        2513        2938
1984,11    DC  53        5727        2636        3091
1984,11    DC  54        6156        2838        3318
1984,11    DC  55        6177        2822        3355
1984,11    DC  56        6110        2766        3344
1984,11    DC  57        6169        2744        3425
1984,11    DC  58        5962        2631        3331
1984,11    DC  59        6427        2933        3494
1984,11    DC  60        6155        2712        3443
1984,11    DC  61        6154        2754        3400
1984,11    DC  62        5976        2550        3426
1984,11    DC  63        5790        2498        3292
1984,11    DC  64        5816        2420        3396
1984,11    DC  65        5317        2297        3020
1984,11    DC  66        5124        2205        2919
1984,11    DC  67        5039        1988        3051
1984,11    DC  68        4550        1854        2696
1984,11    DC  69        4784        1894        2890
1984,11    DC  70        4492        1712        2780
1984,11    DC  71        4273        1713        2560
1984,11    DC  72        4052        1549        2503
1984,11    DC  73        3711        1395        2316
1984,11    DC  74        3737        1385        2352
1984,11    DC  75        3366        1247        2119
1984,11    DC  76        3044        1081        1963
1984,11    DC  77        2888         990        1898
1984,11    DC  78        2628         902        1726
1984,11    DC  79        2522         834        1688
1984,11    DC  80        2171         696        1475
1984,11    DC  81        1846         571        1275
1984,11    DC  82        1665         510        1155
1984,11    DC  83        1472         443        1029
1984,11    DC  84        1392         408         984
1984,11    DC  85        7482        1869        5613
1984,12    FL   0      149050       76393       72657
1984,12    FL   1      142810       73055       69755
1984,12    FL   2      138887       70959       67928
1984,12    FL   3      137074       69965       67109
1984,12    FL   4      132110       67512       64598
1984,12    FL   5      126194       64596       61598
1984,12    FL   6      123142       62974       60168
1984,12    FL   7      125551       64150       61401
1984,12    FL   8      116799       59773       57026
1984,12    FL   9      126899       64818       62081
1984,12    FL  10      128728       66061       62667
1984,12    FL  11      132666       67755       64911
1984,12    FL  12      141545       72212       69333
1984,12    FL  13      152727       78156       74571
1984,12    FL  14      149491       76632       72859
1984,12    FL  15      146693       75024       71669
1984,12    FL  16      143988       73596       70392
1984,12    FL  17      154381       78984       75397
1984,12    FL  18      156323       79304       77019
1984,12    FL  19      174892       87923       86969
1984,12    FL  20      181491       90978       90513
1984,12    FL  21      180508       90470       90038
1984,12    FL  22      179055       89827       89228
1984,12    FL  23      183052       91906       91146
1984,12    FL  24      185169       92786       92383
1984,12    FL  25      185257       92758       92499
1984,12    FL  26      186451       93400       93051
1984,12    FL  27      190459       95351       95108
1984,12    FL  28      176895       88064       88831
1984,12    FL  29      187835       94067       93768
1984,12    FL  30      179911       89533       90378
1984,12    FL  31      170415       84480       85935
1984,12    FL  32      164927       81626       83301
1984,12    FL  33      158735       78007       80728
1984,12    FL  34      158465       78635       79830
1984,12    FL  35      157187       77199       79988
1984,12    FL  36      153197       75006       78191
1984,12    FL  37      166542       81354       85188
1984,12    FL  38      119974       58332       61642
1984,12    FL  39      132654       64979       67675
1984,12    FL  40      131666       64224       67442
1984,12    FL  41      134505       65616       68889
1984,12    FL  42      118821       58252       60569
1984,12    FL  43      114051       55268       58783
1984,12    FL  44      113557       55328       58229
1984,12    FL  45      110143       53500       56643
1984,12    FL  46      109707       53324       56383
1984,12    FL  47      107427       51862       55565
1984,12    FL  48      101159       49012       52147
1984,12    FL  49      106738       51984       54754
1984,12    FL  50      101839       48770       53069
1984,12    FL  51      100780       48116       52664
1984,12    FL  52      103213       48643       54570
1984,12    FL  53      108302       50742       57560
1984,12    FL  54      112569       52711       59858
1984,12    FL  55      111978       51804       60174
1984,12    FL  56      115654       53172       62482
1984,12    FL  57      117794       53756       64038
1984,12    FL  58      113534       51623       61911
1984,12    FL  59      122778       55495       67283
1984,12    FL  60      124527       55780       68747
1984,12    FL  61      123278       54953       68325
1984,12    FL  62      127986       57350       70636
1984,12    FL  63      129685       58873       70812
1984,12    FL  64      131437       59176       72261
1984,12    FL  65      128872       58346       70526
1984,12    FL  66      128691       58420       70271
1984,12    FL  67      128100       57740       70360
1984,12    FL  68      121315       54471       66844
1984,12    FL  69      122520       54158       68362
1984,12    FL  70      117832       52088       65744
1984,12    FL  71      114166       50290       63876
1984,12    FL  72      108475       47761       60714
1984,12    FL  73      103610       45322       58288
