Year,Code      Age  Both sexes        Male      Female
1981,30    MT 12       12574        6429        6145
1981,30    MT 13       12157        6209        5948
1981,30    MT 14       12500        6466        6034
1981,30    MT 15       12904        6707        6197
1981,30    MT 16       13940        7212        6728
1981,30    MT 17       14851        7754        7097
1981,30    MT 18       14900        7748        7152
1981,30    MT 19       15139        7618        7521
1981,30    MT 20       14825        7473        7352
1981,30    MT 21       14387        7204        7183
1981,30    MT 22       14405        7180        7225
1981,30    MT 23       14509        7278        7231
1981,30    MT 24       14573        7391        7182
1981,30    MT 25       14300        7077        7223
1981,30    MT 26       14181        7129        7052
1981,30    MT 27       14429        7261        7168
1981,30    MT 28       13843        7017        6826
1981,30    MT 29       14353        7276        7077
1981,30    MT 30       14031        7058        6973
1981,30    MT 31       13023        6628        6395
1981,30    MT 32       13033        6756        6277
1981,30    MT 33       12382        6334        6048
1981,30    MT 34       13426        6883        6543
1981,30    MT 35        9802        4995        4807
1981,30    MT 36        9715        4845        4870
1981,30    MT 37        9775        4885        4890
1981,30    MT 38       10324        5300        5024
1981,30    MT 39        9471        4848        4623
1981,30    MT 40        9106        4638        4468
1981,30    MT 41        8344        4196        4148
1981,30    MT 42        8203        4105        4098
1981,30    MT 43        8148        4065        4083
1981,30    MT 44        8111        4070        4041
1981,30    MT 45        7647        3846        3801
1981,30    MT 46        7600        3806        3794
1981,30    MT 47        7253        3643        3610
1981,30    MT 48        6734        3383        3351
1981,30    MT 49        7343        3701        3642
1981,30    MT 50        7501        3703        3798
1981,30    MT 51        7392        3662        3730
1981,30    MT 52        7441        3681        3760
1981,30    MT 53        7595        3773        3822
1981,30    MT 54        7472        3766        3706
1981,30    MT 55        7169        3579        3590
1981,30    MT 56        7120        3526        3594
1981,30    MT 57        7473        3665        3808
1981,30    MT 58        7058        3485        3573
1981,30    MT 59        7534        3632        3902
1981,30    MT 60        7283        3583        3700
1981,30    MT 61        7013        3390        3623
1981,30    MT 62        6863        3335        3528
1981,30    MT 63        7114        3571        3543
1981,30    MT 64        7003        3383        3620
1981,30    MT 65        6551        3135        3416
1981,30    MT 66        6358        3047        3311
1981,30    MT 67        6069        2942        3127
1981,30    MT 68        5775        2727        3048
1981,30    MT 69        5610        2627        2983
1981,30    MT 70        5147        2347        2800
1981,30    MT 71        4889        2295        2594
1981,30    MT 72        4619        2132        2487
1981,30    MT 73        4310        1965        2345
1981,30    MT 74        3987        1801        2186
1981,30    MT 75        3708        1675        2033
1981,30    MT 76        3436        1512        1924
1981,30    MT 77        3191        1422        1769
1981,30    MT 78        2776        1133        1643
1981,30    MT 79        2528        1026        1502
1981,30    MT 80        2246         881        1365
1981,30    MT 81        2071         806        1265
1981,30    MT 82        1799         653        1146
1981,30    MT 83        1784         590        1194
1981,30    MT 84        1601         553        1048
1981,30    MT 85        9078        2975        6103
1981,31    NE  0       27165       13942       13223
1981,31    NE  1       25917       13269       12648
1981,31    NE  2       24835       12616       12219
1981,31    NE  3       24336       12346       11990
1981,31    NE  4       24220       12385       11835
1981,31    NE  5       23009       11794       11215
1981,31    NE  6       23379       11894       11485
1981,31    NE  7       22671       11655       11016
1981,31    NE  8       21860       11147       10713
1981,31    NE  9       23728       12167       11561
1981,31    NE 10       25748       13096       12652
1981,31    NE 11       24498       12548       11950
1981,31    NE 12       23689       12075       11614
1981,31    NE 13       23220       11933       11287
1981,31    NE 14       23739       12177       11562
1981,31    NE 15       24756       12626       12130
1981,31    NE 16       26462       13549       12913
1981,31    NE 17       28310       14501       13809
1981,31    NE 18       28578       14248       14330
1981,31    NE 19       30735       15297       15438
1981,31    NE 20       31494       15635       15859
1981,31    NE 21       30132       15121       15011
1981,31    NE 22       29417       14710       14707
1981,31    NE 23       29286       14810       14476
1981,31    NE 24       29611       14961       14650
1981,31    NE 25       28848       14417       14431
1981,31    NE 26       27934       13908       14026
1981,31    NE 27       27710       13908       13802
1981,31    NE 28       25827       12906       12921
1981,31    NE 29       27213       13641       13572
1981,31    NE 30       26214       13198       13016
1981,31    NE 31       24298       12169       12129
1981,31    NE 32       24181       12087       12094
1981,31    NE 33       23230       11549       11681
1981,31    NE 34       25117       12763       12354
1981,31    NE 35       17826        8979        8847
1981,31    NE 36       17912        9048        8864
1981,31    NE 37       18440        9219        9221
1981,31    NE 38       18539        9213        9326
1981,31    NE 39       17323        8490        8833
1981,31    NE 40       16360        8135        8225
1981,31    NE 41       15146        7611        7535
1981,31    NE 42       15158        7573        7585
1981,31    NE 43       15098        7459        7639
1981,31    NE 44       15049        7416        7633
1981,31    NE 45       14270        6989        7281
1981,31    NE 46       14670        7198        7472
1981,31    NE 47       14539        7060        7479
1981,31    NE 48       13649        6760        6889
1981,31    NE 49       14884        7290        7594
1981,31    NE 50       15378        7481        7897
1981,31    NE 51       14839        7285        7554
1981,31    NE 52       15219        7624        7595
1981,31    NE 53       15580        7697        7883
1981,31    NE 54       15347        7586        7761
1981,31    NE 55       14930        7351        7579
1981,31    NE 56       15197        7501        7696
1981,31    NE 57       15404        7492        7912
1981,31    NE 58       14299        6781        7518
1981,31    NE 59       15029        7160        7869
1981,31    NE 60       14608        6906        7702
1981,31    NE 61       13835        6489        7346
1981,31    NE 62       13199        6148        7051
1981,31    NE 63       13439        6268        7171
1981,31    NE 64       13288        6226        7062
1981,31    NE 65       12777        5889        6888
1981,31    NE 66       12582        5725        6857
1981,31    NE 67       12365        5629        6736
1981,31    NE 68       11881        5331        6550
1981,31    NE 69       11871        5158        6713
1981,31    NE 70       11553        5137        6416
1981,31    NE 71       11311        5014        6297
1981,31    NE 72       10627        4578        6049
1981,31    NE 73       10124        4215        5909
1981,31    NE 74        9599        3997        5602
1981,31    NE 75        9131        3779        5352
1981,31    NE 76        8709        3449        5260
1981,31    NE 77        8169        3188        4981
1981,31    NE 78        7779        2939        4840
1981,31    NE 79        7084        2710        4374
1981,31    NE 80        6668        2409        4259
1981,31    NE 81        6043        2098        3945
1981,31    NE 82        5498        1903        3595
1981,31    NE 83        5337        1880        3457
1981,31    NE 84        4759        1628        3131
1981,31    NE 85       24840        7613       17227
1981,32    NV  0       13976        7255        6721
1981,32    NV  1       13023        6638        6385
1981,32    NV  2       12231        6212        6019
1981,32    NV  3       11511        5886        5625
1981,32    NV  4       11683        5900        5783
1981,32    NV  5       11058        5656        5402
1981,32    NV  6       10985        5701        5284
1981,32    NV  7       10964        5618        5346
1981,32    NV  8       11017        5638        5379
1981,32    NV  9       12125        6136        5989
1981,32    NV 10       13425        6935        6490
1981,32    NV 11       13096        6686        6410
1981,32    NV 12       12637        6448        6189
1981,32    NV 13       12449        6385        6064
1981,32    NV 14       12872        6528        6344
1981,32    NV 15       13380        6864        6516
1981,32    NV 16       13972        7085        6887
1981,32    NV 17       14686        7663        7023
1981,32    NV 18       14699        7540        7159
1981,32    NV 19       14740        7479        7261
1981,32    NV 20       14939        7791        7148
1981,32    NV 21       14909        7699        7210
1981,32    NV 22       15324        7755        7569
1981,32    NV 23       16242        8297        7945
1981,32    NV 24       17229        8749        8480
1981,32    NV 25       17105        8749        8356
1981,32    NV 26       16940        8613        8327
1981,32    NV 27       17054        8767        8287
1981,32    NV 28       15929        8159        7770
1981,32    NV 29       16382        8423        7959
1981,32    NV 30       16036        8205        7831
1981,32    NV 31       15202        7782        7420
1981,32    NV 32       15029        7610        7419
1981,32    NV 33       14718        7451        7267
1981,32    NV 34       16376        8354        8022
1981,32    NV 35       11794        5969        5825
1981,32    NV 36       11995        6122        5873
1981,32    NV 37       12290        6320        5970
1981,32    NV 38       12513        6515        5998
1981,32    NV 39       11704        6045        5659
1981,32    NV 40       11001        5603        5398
1981,32    NV 41       10380        5416        4964
1981,32    NV 42       10173        5360        4813
1981,32    NV 43       10108        5188        4920
1981,32    NV 44        9667        5106        4561
1981,32    NV 45        9370        4746        4624
1981,32    NV 46        9242        4741        4501
1981,32    NV 47        8996        4654        4342
1981,32    NV 48        8344        4368        3976
1981,32    NV 49        8764        4566        4198
1981,32    NV 50        9013        4592        4421
1981,32    NV 51        8939        4728        4211
1981,32    NV 52        8722        4341        4381
1981,32    NV 53        8822        4484        4338
1981,32    NV 54        8637        4316        4321
1981,32    NV 55        8494        4304        4190
1981,32    NV 56        8761        4389        4372
1981,32    NV 57        8851        4502        4349
1981,32    NV 58        8447        4145        4302
1981,32    NV 59        8797        4476        4321
1981,32    NV 60        8429        4243        4186
1981,32    NV 61        7870        3899        3971
1981,32    NV 62        7288        3654        3634
1981,32    NV 63        7398        3727        3671
1981,32    NV 64        7253        3702        3551
1981,32    NV 65        6911        3410        3501
1981,32    NV 66        6352        3090        3262
1981,32    NV 67        6041        2974        3067
1981,32    NV 68        5669        2753        2916
1981,32    NV 69        5203        2517        2686
1981,32    NV 70        4682        2275        2407
1981,32    NV 71        4264        2072        2192
1981,32    NV 72        3969        1867        2102
1981,32    NV 73        3503        1627        1876
1981,32    NV 74        3222        1514        1708
1981,32    NV 75        2893        1311        1582
1981,32    NV 76        2525        1144        1381
1981,32    NV 77        2379         990        1389
1981,32    NV 78        2020         847        1173
1981,32    NV 79        1946         802        1144
1981,32    NV 80        1535         642         893
1981,32    NV 81        1318         510         808
1981,32    NV 82        1169         443         726
1981,32    NV 83        1080         418         662
1981,32    NV 84         850         306         544
1981,32    NV 85        4103        1320        2783
1981,33    NH  0       13630        6985        6645
1981,33    NH  1       13019        6630        6389
1981,33    NH  2       12664        6385        6279
1981,33    NH  3       12666        6516        6150
1981,33    NH  4       12642        6424        6218
1981,33    NH  5       12076        6158        5918
1981,33    NH  6       12593        6548        6045
1981,33    NH  7       12673        6436        6237
1981,33    NH  8       12735        6475        6260
1981,33    NH  9       14299        7353        6946
1981,33    NH 10       15992        8281        7711
1981,33    NH 11       15296        7870        7426
1981,33    NH 12       14978        7754        7224
1981,33    NH 13       14970        7763        7207
1981,33    NH 14       15382        7893        7489
1981,33    NH 15       15899        8111        7788
1981,33    NH 16       16586        8482        8104
1981,33    NH 17       17073        8697        8376
1981,33    NH 18       16539        8202        8337
1981,33    NH 19       18142        8953        9189
1981,33    NH 20       19046        9367        9679
1981,33    NH 21       17915        8774        9141
1981,33    NH 22       17300        8569        8731
1981,33    NH 23       16814        8226        8588
1981,33    NH 24       16632        8181        8451
1981,33    NH 25       16187        7968        8219
1981,33    NH 26       16153        7895        8258
1981,33    NH 27       16488        8146        8342
1981,33    NH 28       15626        7777        7849
1981,33    NH 29       16573        8192        8381
1981,33    NH 30       16495        8161        8334
1981,33    NH 31       15751        7745        8006
1981,33    NH 32       16529        8150        8379
1981,33    NH 33       16824        8448        8376
1981,33    NH 34       18552        9340        9212
1981,33    NH 35       12799        6448        6351
1981,33    NH 36       12613        6334        6279
1981,33    NH 37       12933        6551        6382
1981,33    NH 38       13311        6637        6674
1981,33    NH 39       11986        6135        5851
1981,33    NH 40       10889        5443        5446
1981,33    NH 41        9848        4997        4851
1981,33    NH 42        9645        4821        4824
1981,33    NH 43        9509        4812        4697
1981,33    NH 44        9211        4562        4649
1981,33    NH 45        8989        4538        4451
1981,33    NH 46        9084        4575        4509
1981,33    NH 47        8803        4404        4399
1981,33    NH 48        8312        4177        4135
1981,33    NH 49        9116        4536        4580
1981,33    NH 50        9171        4611        4560
1981,33    NH 51        8920        4355        4565
1981,33    NH 52        9120        4470        4650
1981,33    NH 53        9252        4502        4750
1981,33    NH 54        9227        4433        4794
1981,33    NH 55        8950        4286        4664
1981,33    NH 56        9146        4402        4744
1981,33    NH 57        9045        4327        4718
1981,33    NH 58        8463        4091        4372
1981,33    NH 59        8952        4197        4755
1981,33    NH 60        8877        4233        4644
1981,33    NH 61        8060        3823        4237
1981,33    NH 62        7851        3690        4161
1981,33    NH 63        7826        3691        4135
1981,33    NH 64        7750        3555        4195
1981,33    NH 65        7566        3517        4049
1981,33    NH 66        7350        3351        3999
1981,33    NH 67        7019        3139        3880
1981,33    NH 68        6628        2950        3678
1981,33    NH 69        6611        2850        3761
1981,33    NH 70        6131        2592        3539
1981,33    NH 71        6019        2536        3483
1981,33    NH 72        5670        2371        3299
1981,33    NH 73        5431        2171        3260
1981,33    NH 74        4984        1988        2996
1981,33    NH 75        4559        1858        2701
1981,33    NH 76        4207        1609        2598
1981,33    NH 77        3895        1476        2419
1981,33    NH 78        3861        1398        2463
1981,33    NH 79        3235        1114        2121
1981,33    NH 80        3163        1036        2127
1981,33    NH 81        2865         975        1890
1981,33    NH 82        2561         825        1736
1981,33    NH 83        2350         746        1604
1981,33    NH 84        2025         619        1406
1981,33    NH 85       10117        2711        7406
1981,34    NJ  0       96299       49387       46912
1981,34    NJ  1       93566       47726       45840
1981,34    NJ  2       91942       47263       44679
1981,34    NJ  3       91616       46762       44854
1981,34    NJ  4       93191       47832       45359
1981,34    NJ  5       90496       46215       44281
1981,34    NJ  6       93382       47860       45522
1981,34    NJ  7       94218       48105       46113
1981,34    NJ  8       94336       48132       46204
1981,34    NJ  9      104807       53482       51325
1981,34    NJ 10      119188       60987       58201
1981,34    NJ 11      118321       60426       57895
1981,34    NJ 12      116789       59589       57200
1981,34    NJ 13      117345       59776       57569
1981,34    NJ 14      121951       62022       59929
1981,34    NJ 15      127594       65052       62542
1981,34    NJ 16      133435       67669       65766
1981,34    NJ 17      138421       71200       67221
1981,34    NJ 18      135318       69299       66019
1981,34    NJ 19      133883       66938       66945
1981,34    NJ 20      128237       63555       64682
1981,34    NJ 21      121241       59623       61618
1981,34    NJ 22      121304       59335       61969
1981,34    NJ 23      123064       60690       62374
1981,34    NJ 24      125380       61843       63537
1981,34    NJ 25      122112       60028       62084
1981,34    NJ 26      119579       58458       61121
1981,34    NJ 27      117625       57199       60426
1981,34    NJ 28      111610       54372       57238
1981,34    NJ 29      118791       57809       60982
1981,34    NJ 30      117296       56834       60462
1981,34    NJ 31      112218       53934       58284
1981,34    NJ 32      114311       54926       59385
1981,34    NJ 33      115667       55606       60061
1981,34    NJ 34      132393       63722       68671
1981,34    NJ 35       97027       46653       50374
1981,34    NJ 36       96656       46297       50359
1981,34    NJ 37       98552       47486       51066
1981,34    NJ 38      105816       50819       54997
1981,34    NJ 39       97194       46928       50266
1981,34    NJ 40       89228       43076       46152
1981,34    NJ 41       82225       39826       42399
1981,34    NJ 42       81471       39245       42226
1981,34    NJ 43       81123       39217       41906
1981,34    NJ 44       78538       38207       40331
1981,34    NJ 45       76118       36706       39412
1981,34    NJ 46       76955       37079       39876
1981,34    NJ 47       76299       36928       39371
1981,34    NJ 48       73512       35363       38149
1981,34    NJ 49       80295       38810       41485
1981,34    NJ 50       83994       40108       43886
1981,34    NJ 51       83046       40335       42711
1981,34    NJ 52       83725       40229       43496
1981,34    NJ 53       86987       42060       44927
1981,34    NJ 54       87853       41945       45908
1981,34    NJ 55       84536       40023       44513
1981,34    NJ 56       86033       40642       45391
1981,34    NJ 57       87501       41158       46343
1981,34    NJ 58       81997       38751       43246
1981,34    NJ 59       84440       39723       44717
1981,34    NJ 60       83617       39489       44128
1981,34    NJ 61       78524       36766       41758
1981,34    NJ 62       71966       33282       38684
1981,34    NJ 63       73023       33816       39207
1981,34    NJ 64       70722       32202       38520
1981,34    NJ 65       67949       30599       37350
1981,34    NJ 66       63556       28368       35188
1981,34    NJ 67       61479       27018       34461
1981,34    NJ 68       58911       25614       33297
1981,34    NJ 69       57226       24406       32820
1981,34    NJ 70       52758       22467       30291
1981,34    NJ 71       49638       20803       28835
1981,34    NJ 72       47155       19433       27722
1981,34    NJ 73       43236       17402       25834
1981,34    NJ 74       41468       16417       25051
1981,34    NJ 75       38563       15143       23420
1981,34    NJ 76       35036       13573       21463
1981,34    NJ 77       32336       11965       20371
1981,34    NJ 78       29427       10774       18653
1981,34    NJ 79       27085        9612       17473
1981,34    NJ 80       24491        8522       15969
1981,34    NJ 81       22013        7384       14629
1981,34    NJ 82       19543        6472       13071
1981,34    NJ 83       17830        5768       12062
1981,34    NJ 84       16142        5119       11023
1981,34    NJ 85       75734       21822       53912
1981,35    NM  0       26588       13498       13090
1981,35    NM  1       25265       12951       12314
1981,35    NM  2       23739       12087       11652
1981,35    NM  3       22542       11578       10964
1981,35    NM  4       22690       11520       11170
1981,35    NM  5       21536       10816       10720
1981,35    NM  6       21588       11051       10537
1981,35    NM  7       21379       10799       10580
1981,35    NM  8       21055       10729       10326
1981,35    NM  9       22427       11490       10937
1981,35    NM 10       24208       12405       11803
1981,35    NM 11       23623       12099       11524
1981,35    NM 12       22885       11603       11282
1981,35    NM 13       22314       11373       10941
1981,35    NM 14       22778       11467       11311
1981,35    NM 15       23770       12017       11753
1981,35    NM 16       25450       12905       12545
1981,35    NM 17       26545       13596       12949
1981,35    NM 18       26720       13510       13210
1981,35    NM 19       26985       13507       13478
1981,35    NM 20       26637       13170       13467
1981,35    NM 21       25240       12552       12688
1981,35    NM 22       24711       12366       12345
1981,35    NM 23       24907       12499       12408
1981,35    NM 24       25390       12717       12673
1981,35    NM 25       24226       12080       12146
1981,35    NM 26       23842       11985       11857
1981,35    NM 27       23874       11859       12015
1981,35    NM 28       22515       11138       11377
1981,35    NM 29       23452       11833       11619
1981,35    NM 30       22929       11631       11298
1981,35    NM 31       21605       10794       10811
1981,35    NM 32       21546       10687       10859
1981,35    NM 33       20825       10298       10527
1981,35    NM 34       22592       11247       11345
1981,35    NM 35       16236        8077        8159
1981,35    NM 36       16301        7883        8418
1981,35    NM 37       16476        8196        8280
1981,35    NM 38       16543        8065        8478
1981,35    NM 39       15391        7563        7828
1981,35    NM 40       14627        7177        7450
1981,35    NM 41       13757        6767        6990
1981,35    NM 42       13846        6786        7060
1981,35    NM 43       13641        6657        6984
1981,35    NM 44       13044        6373        6671
1981,35    NM 45       12648        6232        6416
1981,35    NM 46       12894        6335        6559
1981,35    NM 47       12583        6169        6414
1981,35    NM 48       11650        5668        5982
1981,35    NM 49       12459        6072        6387
1981,35    NM 50       12659        6143        6516
1981,35    NM 51       12378        6115        6263
1981,35    NM 52       12238        5815        6423
1981,35    NM 53       12101        5823        6278
1981,35    NM 54       11833        5623        6210
1981,35    NM 55       11621        5514        6107
1981,35    NM 56       12018        5705        6313
1981,35    NM 57       12167        5786        6381
1981,35    NM 58       11252        5349        5903
1981,35    NM 59       11831        5621        6210
1981,35    NM 60       11342        5576        5766
1981,35    NM 61       10365        4899        5466
1981,35    NM 62        9584        4587        4997
1981,35    NM 63        9805        4658        5147
1981,35    NM 64        9701        4631        5070
1981,35    NM 65        9639        4509        5130
1981,35    NM 66        9037        4170        4867
1981,35    NM 67        8642        4033        4609
1981,35    NM 68        8344        3879        4465
1981,35    NM 69        8420        3792        4628
1981,35    NM 70        7756        3496        4260
1981,35    NM 71        7143        3299        3844
1981,35    NM 72        6721        3034        3687
1981,35    NM 73        6183        2755        3428
1981,35    NM 74        5661        2473        3188
1981,35    NM 75        5365        2277        3088
1981,35    NM 76        4881        2065        2816
1981,35    NM 77        4366        1844        2522
1981,35    NM 78        4012        1635        2377
1981,35    NM 79        3603        1493        2110
1981,35    NM 80        2968        1230        1738
1981,35    NM 81        2728        1003        1725
1981,35    NM 82        2366         903        1463
1981,35    NM 83        2137         788        1349
1981,35    NM 84        2022         723        1299
1981,35    NM 85        9346        3327        6019
1981,36    NY  0      238208      121502      116706
1981,36    NY  1      230401      118155      112246
1981,36    NY  2      225128      114832      110296
1981,36    NY  3      225179      114944      110235
1981,36    NY  4      228083      116687      111396
1981,36    NY  5      218895      112043      106852
1981,36    NY  6      222004      113276      108728
1981,36    NY  7      219487      112306      107181
1981,36    NY  8      218205      111564      106641
1981,36    NY  9      240745      123065      117680
1981,36    NY 10      275650      141314      134336
1981,36    NY 11      273962      140070      133892
1981,36    NY 12      269958      137498      132460
1981,36    NY 13      271232      138352      132880
1981,36    NY 14      283121      143779      139342
1981,36    NY 15      297692      151717      145975
1981,36    NY 16      311597      158017      153580
1981,36    NY 17      320499      162776      157723
1981,36    NY 18      314563      157146      157417
1981,36    NY 19      324185      159454      164731
1981,36    NY 20      321885      157852      164033
1981,36    NY 21      307724      150259      157465
1981,36    NY 22      306171      148898      157273
1981,36    NY 23      304578      147242      157336
1981,36    NY 24      305341      148087      157254
1981,36    NY 25      297931      144786      153145
1981,36    NY 26      292878      142655      150223
1981,36    NY 27      289429      140610      148819
1981,36    NY 28      274297      132868      141429
1981,36    NY 29      293900      142697      151203
1981,36    NY 30      290327      140472      149855
1981,36    NY 31      275166      132472      142694
1981,36    NY 32      276885      133193      143692
1981,36    NY 33      273216      131476      141740
1981,36    NY 34      305481      147530      157951
1981,36    NY 35      225659      107977      117682
1981,36    NY 36      224805      106827      117978
1981,36    NY 37      225347      107056      118291
1981,36    NY 38      235835      112468      123367
1981,36    NY 39      218652      104701      113951
1981,36    NY 40      206480       98375      108105
1981,36    NY 41      192344       91697      100647
1981,36    NY 42      188543       90741       97802
1981,36    NY 43      186886       89154       97732
1981,36    NY 44      181183       86455       94728
1981,36    NY 45      176760       83887       92873
1981,36    NY 46      179386       85275       94111
1981,36    NY 47      177204       84401       92803
1981,36    NY 48      168516       80405       88111
1981,36    NY 49      182331       86679       95652
1981,36    NY 50      191452       89589      101863
1981,36    NY 51      191238       90423      100815
1981,36    NY 52      192312       91259      101053
1981,36    NY 53      198648       94501      104147
1981,36    NY 54      199796       93312      106484
1981,36    NY 55      193988       89984      104004
1981,36    NY 56      195920       91080      104840
1981,36    NY 57      197678       92107      105571
1981,36    NY 58      185550       86062       99488
1981,36    NY 59      191091       88842      102249
1981,36    NY 60      189673       87443      102230
1981,36    NY 61      177916       81879       96037
1981,36    NY 62      163257       74339       88918
1981,36    NY 63      164432       74949       89483
1981,36    NY 64      160941       71860       89081
1981,36    NY 65      156155       68921       87234
1981,36    NY 66      146671       64409       82262
1981,36    NY 67      144563       62427       82136
1981,36    NY 68      137583       58786       78797
1981,36    NY 69      135686       56690       78996
1981,36    NY 70      126924       52640       74284
1981,36    NY 71      121343       49797       71546
1981,36    NY 72      114819       46494       68325
1981,36    NY 73      107588       42467       65121
1981,36    NY 74      104374       40545       63829
1981,36    NY 75       97664       37443       60221
1981,36    NY 76       88822       33562       55260
1981,36    NY 77       83537       30906       52631
1981,36    NY 78       76274       27506       48768
1981,36    NY 79       72127       25442       46685
1981,36    NY 80       65122       22324       42798
1981,36    NY 81       57358       19386       37972
1981,36    NY 82       50665       17061       33604
1981,36    NY 83       47551       15678       31873
1981,36    NY 84       43037       13793       29244
1981,36    NY 85      202040       59323      142717
1981,37    NC  0       83778       42742       41036
1981,37    NC  1       82051       41815       40236
1981,37    NC  2       80975       41531       39444
1981,37    NC  3       81444       41493       39951
1981,37    NC  4       81881       41711       40170
1981,37    NC  5       78599       40220       38379
1981,37    NC  6       82725       42370       40355
1981,37    NC  7       84176       43264       40912
1981,37    NC  8       84652       43254       41398
1981,37    NC  9       93205       47456       45749
1981,37    NC 10      102447       52392       50055
1981,37    NC 11       98345       50295       48050
1981,37    NC 12       95713       48915       46798
1981,37    NC 13       94512       48021       46491
1981,37    NC 14       96063       49161       46902
1981,37    NC 15       98241       50154       48087
1981,37    NC 16      103656       52659       50997
1981,37    NC 17      108889       55687       53202
1981,37    NC 18      110298       56954       53344
1981,37    NC 19      122059       63842       58217
1981,37    NC 20      126946       66801       60145
1981,37    NC 21      123423       64700       58723
1981,37    NC 22      120652       62223       58429
1981,37    NC 23      116036       58707       57329
1981,37    NC 24      114190       57462       56728
1981,37    NC 25      109226       54628       54598
1981,37    NC 26      105842       52681       53161
1981,37    NC 27      104678       51789       52889
1981,37    NC 28       97378       48171       49207
1981,37    NC 29      101960       50745       51215
1981,37    NC 30       97674       48380       49294
1981,37    NC 31       92962       45746       47216
1981,37    NC 32       95119       46760       48359
1981,37    NC 33       94443       46314       48129
1981,37    NC 34      104265       51442       52823
1981,37    NC 35       76281       37660       38621
1981,37    NC 36       76133       37113       39020
1981,37    NC 37       76569       37485       39084
1981,37    NC 38       77909       37842       40067
1981,37    NC 39       72971       35729       37242
1981,37    NC 40       68800       33560       35240
1981,37    NC 41       63885       31043       32842
1981,37    NC 42       63168       30467       32701
1981,37    NC 43       63463       30719       32744
1981,37    NC 44       61530       29723       31807
1981,37    NC 45       61120       29454       31666
1981,37    NC 46       62158       29954       32204
1981,37    NC 47       60274       28800       31474
1981,37    NC 48       57032       27365       29667
1981,37    NC 49       59774       28540       31234
1981,37    NC 50       59326       28072       31254
1981,37    NC 51       59091       28062       31029
1981,37    NC 52       60330       28444       31886
1981,37    NC 53       62344       29728       32616
1981,37    NC 54       61460       29017       32443
1981,37    NC 55       58582       27436       31146
1981,37    NC 56       60215       28141       32074
1981,37    NC 57       60657       28268       32389
1981,37    NC 58       56683       26115       30568
1981,37    NC 59       59212       27227       31985
1981,37    NC 60       57447       26270       31177
1981,37    NC 61       54830       25110       29720
1981,37    NC 62       50668       22918       27750
1981,37    NC 63       49886       22629       27257
1981,37    NC 64       49681       22226       27455
1981,37    NC 65       49014       21680       27334
1981,37    NC 66       45910       20051       25859
1981,37    NC 67       46080       19704       26376
1981,37    NC 68       43318       18419       24899
1981,37    NC 69       42005       17689       24316
1981,37    NC 70       39547       16412       23135
1981,37    NC 71       37771       15443       22328
1981,37    NC 72       34467       13789       20678
1981,37    NC 73       30792       11997       18795
1981,37    NC 74       29840       11565       18275
1981,37    NC 75       27400       10620       16780
1981,37    NC 76       25205        9313       15892
1981,37    NC 77       22719        8402       14317
1981,37    NC 78       20712        7313       13399
1981,37    NC 79       19277        6886       12391
1981,37    NC 80       16437        5669       10768
1981,37    NC 81       14131        4639        9492
1981,37    NC 82       12431        3990        8441
1981,37    NC 83       11201        3619        7582
1981,37    NC 84       10260        3261        6999
1981,37    NC 85       48162       13983       34179
1981,38    ND  0       12197        6263        5934
1981,38    ND  1       11573        5900        5673
1981,38    ND  2       11249        5808        5441
1981,38    ND  3       11055        5675        5380
1981,38    ND  4       10734        5591        5143
1981,38    ND  5       10074        5123        4951
1981,38    ND  6        9929        5080        4849
1981,38    ND  7        9574        4942        4632
1981,38    ND  8        9312        4745        4567
1981,38    ND  9        9816        5040        4776
1981,38    ND 10       10433        5395        5038
1981,38    ND 11       10337        5327        5010
1981,38    ND 12        9948        5107        4841
1981,38    ND 13        9726        5035        4691
1981,38    ND 14       10210        5262        4948
1981,38    ND 15       10638        5383        5255
1981,38    ND 16       11370        5890        5480
1981,38    ND 17       11926        6047        5879
1981,38    ND 18       12511        6479        6032
1981,38    ND 19       13845        7294        6551
1981,38    ND 20       14541        7587        6954
1981,38    ND 21       14317        7420        6897
1981,38    ND 22       14098        7239        6859
1981,38    ND 23       13792        7115        6677
1981,38    ND 24       13516        6991        6525
1981,38    ND 25       13045        6745        6300
1981,38    ND 26       12494        6499        5995
1981,38    ND 27       12254        6424        5830
1981,38    ND 28       11249        6000        5249
1981,38    ND 29       11487        5969        5518
1981,38    ND 30       10823        5718        5105
1981,38    ND 31        9890        5185        4705
1981,38    ND 32        9641        5055        4586
1981,38    ND 33        9224        4782        4442
1981,38    ND 34        9688        4919        4769
1981,38    ND 35        7080        3617        3463
1981,38    ND 36        7091        3616        3475
1981,38    ND 37        7180        3669        3511
1981,38    ND 38        7100        3692        3408
1981,38    ND 39        6565        3362        3203
1981,38    ND 40        6292        3180        3112
1981,38    ND 41        5850        2880        2970
1981,38    ND 42        5821        2957        2864
1981,38    ND 43        5798        2935        2863
1981,38    ND 44        5907        2950        2957
1981,38    ND 45        5731        2855        2876
1981,38    ND 46        5799        2814        2985
1981,38    ND 47        5745        2897        2848
1981,38    ND 48        5381        2621        2760
1981,38    ND 49        5786        2844        2942
1981,38    ND 50        5876        2899        2977
1981,38    ND 51        5896        2893        3003
1981,38    ND 52        6128        3064        3064
1981,38    ND 53        6179        3119        3060
1981,38    ND 54        6183        3173        3010
1981,38    ND 55        5913        2925        2988
